Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Subcellular location [CC]
Q03034	reviewed	FDC1_YEAST	Ferulic acid decarboxylase 1 (EC 4.1.1.102) (Phenacrylate decarboxylase)	FDC1 YDR539W D3703.2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	503	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03196, ECO:0000269|PubMed:14562095}.
Q03048	reviewed	COFI_YEAST	Cofilin (Actin-depolymerizing factor 1)	COF1 YLL050C L0596	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	143	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:10231390}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:10231390}. Nucleus matrix {ECO:0000269|PubMed:10231390}. Note=Throughout the cytoplasm (but not on the cytoplasmic cables) and major component of the cortical actin cytoskeleton.
Q03063	reviewed	DIG1_YEAST	Down-regulator of invasive growth 1 (Regulator of STE12 protein 1) (Regulator of sterile twelve 1)	DIG1 RST1 YPL049C P7102.02	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	452	SUBCELLULAR LOCATION: Nucleus.
Q03067	reviewed	SGF11_YEAST	SAGA-associated factor 11 (11 kDa SAGA-associated factor)	SGF11 YPL047W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	99	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|HAMAP-Rule:MF_03047, ECO:0000269|PubMed:14562095}.
Q03071	reviewed	ELOC_YEAST	Elongin-C	ELC1 YPL046C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	99	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.
Q03081	reviewed	MET31_YEAST	Transcriptional regulator MET31 (Methionine-requiring protein 31)	MET31 YPL038W P7102.12	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	177	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.
Q03096	reviewed	EST3_YEAST	Telomere replication protein EST3 (Ever shorter telomeres protein 3)	EST3 YIL009C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	181	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}. Chromosome, telomere {ECO:0000305}.
Q03103	reviewed	ERO1_YEAST	Endoplasmic oxidoreductin-1 (EC 1.8.4.-) (Endoplasmic reticulum oxidoreductase protein 1)	ERO1 YML130C YM4987.05C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	563	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:11707280, ECO:0000269|PubMed:9659913, ECO:0000269|PubMed:9659914}; Peripheral membrane protein {ECO:0000269|PubMed:11707280, ECO:0000269|PubMed:9659913, ECO:0000269|PubMed:9659914}; Lumenal side {ECO:0000269|PubMed:11707280, ECO:0000269|PubMed:9659913, ECO:0000269|PubMed:9659914}.
Q03124	reviewed	RSC9_YEAST	Chromatin structure-remodeling complex subunit RSC9 (RSC complex subunit RSC9) (Remodel the structure of chromatin complex subunit 9)	RSC9 YML127W YM4987.08	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	581	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00858, ECO:0000269|PubMed:11931764, ECO:0000269|PubMed:12697820}. Note=Localizes to centromeric and flanking chromatin. Association with these loci is dependent on STH1.
Q03125	reviewed	NRG1_YEAST	Transcriptional regulator NRG1 (Zinc finger protein MSS1)	NRG1 MSS1 YDR043C YD5112.01C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	231	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
Q03144	reviewed	SNO1_YEAST	Pyridoxal 5'-phosphate synthase subunit SNO1 (EC 4.3.3.6) (PDX2 homolog 1) (Pdx2.1) (Pyridoxal 5'-phosphate synthase glutaminase subunit) (EC 3.5.1.2)	SNO1 YMR095C YM6543.02C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	224	
Q03148	reviewed	SNZ1_YEAST	Pyridoxal 5'-phosphate synthase subunit SNZ1 (PLP synthase subunit SNZ1) (EC 4.3.3.6) (PDX1 homolog 1) (Pdx1.1) (p35)	SNZ1 YMR096W YM6543.03	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	297	
Q03162	reviewed	MUB1_YEAST	MYND-type zinc finger protein MUB1 (Multi-budding protein)	MUB1 YMR100W YM6543.07	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	620	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
Q03175	reviewed	SRT1_YEAST	Dehydrodolichyl diphosphate synthase complex subunit SRT1 (EC 2.5.1.87) (Ditrans,polycis-polyprenyl diphosphate synthase ((2E,6E)-farnesyl diphosphate specific))	SRT1 YMR101C YM6543.08C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	343	SUBCELLULAR LOCATION: Lipid droplet {ECO:0000269|PubMed:11442630}.
Q03178	reviewed	PIR1_YEAST	Cell wall mannoprotein PIR1 (Covalently-linked cell wall protein 6) (Protein with internal repeats 1)	PIR1 CCW6 YKL164C YKL618	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	341	SUBCELLULAR LOCATION: Secreted, cell wall {ECO:0000269|PubMed:15781460, ECO:0000269|PubMed:9192695, ECO:0000269|PubMed:9301021}. Note=Covalently attached to the cell wall.
Q03180	reviewed	PIR3_YEAST	Cell wall mannoprotein PIR3 (Covalently-linked cell wall protein 8) (Protein with internal repeats 3)	PIR3 CCW8 YKL163W YKL617	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	325	SUBCELLULAR LOCATION: Secreted, cell wall {ECO:0000269|PubMed:10407261, ECO:0000269|PubMed:15781460, ECO:0000269|PubMed:9192695}. Note=Covalently attached to the cell wall.
Q03195	reviewed	RLI1_YEAST	Translation initiation factor RLI1 (ATP-binding cassette sub-family E member RLI1) (RNase L inhibitor)	RLI1 YDR091C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	608	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15277527, ECO:0000269|PubMed:15660134, ECO:0000269|PubMed:15660135}. Nucleus {ECO:0000269|PubMed:15277527, ECO:0000269|PubMed:15660134, ECO:0000269|PubMed:15660135}. Note=Shuttles between the nucleus and the cytoplasm. {ECO:0000269|PubMed:15660134, ECO:0000269|PubMed:15660135}.
Q03213	reviewed	HOT1_YEAST	High-osmolarity-induced transcription protein 1	HOT1 YMR172W YM8010.02	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	719	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:10409737, ECO:0000269|PubMed:14562095}.
Q03262	reviewed	PGM3_YEAST	Phosphoribomutase (PRM) (EC 5.4.2.7) (Phosphoglucomutase 3) (PGM 3)	PRM15 PGM3 YMR278W YM8021.04	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	622	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.
Q03280	reviewed	TOM1_YEAST	E3 ubiquitin-protein ligase TOM1 (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase TOM1) (Suppressor of snRNA protein 2) (Temperature-dependent organization in mitotic nucleus protein 1)	TOM1 SSR2 YDR457W D8035.1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	3268	SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:10873801, ECO:0000269|PubMed:14562095}.
Q03290	reviewed	TFB3_YEAST	RNA polymerase II transcription factor B subunit 3 (RNA polymerase II transcription factor B 38 kDa subunit) (RNA polymerase II transcription factor B p38 subunit)	TFB3 RIG2 YDR460W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	321	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.
Q03305	reviewed	RMT2_YEAST	Protein arginine N-methyltransferase 2 (EC 2.1.1.-) (Protein-arginine N5-methyltransferase) (Type IV protein arginine N-methyltransferase) (Type IV PRMT)	RMT2 YDR465C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	412	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:17448464}. Nucleus {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:17448464}. Note=Appears often very close to the nuclear membrane and the nuclear pores. {ECO:0000269|PubMed:17448464}.
Q03308	reviewed	VPS16_YEAST	Vacuolar protein sorting-associated protein 16 (Vacuolar morphogenesis protein 9) (Vacuolar protein-targeting protein 16)	VPS16 VAM9 VPT16 YPL045W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	798	SUBCELLULAR LOCATION: Cytoplasm. Vacuole.
Q03322	reviewed	TLG1_YEAST	t-SNARE affecting a late Golgi compartment protein 1 (Syntaxin TLG1)	TLG1 YDR468C D8035.11	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	224	SUBCELLULAR LOCATION: Golgi apparatus, trans-Golgi network membrane {ECO:0000305}; Single-pass type IV membrane protein {ECO:0000305}. Early endosome membrane {ECO:0000305}; Single-pass type IV membrane protein {ECO:0000305}. Late endosome membrane {ECO:0000305}; Single-pass type IV membrane protein {ECO:0000305}. Note=Probably shuttling between TGN and early/late endosome.
Q03323	reviewed	SDC1_YEAST	COMPASS component SDC1 (Complex proteins associated with SET1 protein SDC1) (Set1C component SDC1) (Suppressor of CDC25 protein 1)	SDC1 CPS25 SAF19 YDR469W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	175	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14562095}.
Q03327	reviewed	UGO1_YEAST	Mitochondrial fusion and transport protein UGO1	UGO1 YDR470C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	502	SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:11257114, ECO:0000269|PubMed:14576278}; Single-pass type II membrane protein {ECO:0000269|PubMed:11257114, ECO:0000269|PubMed:14576278}.
Q03330	reviewed	GCN5_YEAST	Histone acetyltransferase GCN5 (EC 2.3.1.48) (Histone crotonyltransferase GCN5) (EC 2.3.1.-)	GCN5 ADA4 SWI9 YGR252W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	439	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
Q03337	reviewed	TRS31_YEAST	Trafficking protein particle complex subunit 31 (TRAPP subunit 31) (Transport protein particle 31 kDa subunit)	TRS31 YDR472W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	283	SUBCELLULAR LOCATION: Golgi apparatus, cis-Golgi network. Endoplasmic reticulum. Preautophagosomal structure.
Q03338	reviewed	PRP3_YEAST	U4/U6 small nuclear ribonucleoprotein PRP3 (Pre-mRNA-splicing factor 3)	PRP3 RNA3 YDR473C D8035.16	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	469	SUBCELLULAR LOCATION: Nucleus.
Q03373	reviewed	DIG2_YEAST	Down-regulator of invasive growth 2 (Regulator of STE12 protein 2) (Regulator of sterile twelve 2)	DIG2 RST2 YDR480W D8035.23	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	323	SUBCELLULAR LOCATION: Nucleus.
Q03388	reviewed	VPS72_YEAST	Vacuolar protein sorting-associated protein 72 (SWR complex protein 2)	VPS72 SWC2 YDR485C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	795	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14562095}.
Q03390	reviewed	VPS60_YEAST	Vacuolar protein-sorting-associated protein 60 (Charged multivesicular body protein 5)	VPS60 CHM5 MOS10 YDR486C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	229	SUBCELLULAR LOCATION: Endosome membrane; Peripheral membrane protein. Vacuole membrane; Peripheral membrane protein.
Q03406	reviewed	SLD5_YEAST	DNA replication complex GINS protein SLD5	SLD5 YDR489W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	294	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:12730134}.
Q03407	reviewed	PKH1_YEAST	Serine/threonine-protein kinase PKH1 (EC 2.7.11.1) (3-phosphoinositide-dependent protein kinase 1)	PKH1 YDR490C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	766	
Q03433	reviewed	VPS71_YEAST	Vacuolar protein sorting-associated protein 71 (SWR complex protein 6)	VPS71 SWC6 YML041C YM8054.02C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	280	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14562095}.
Q03434	reviewed	YM12B_YEAST	Transposon Ty1-ML2 Gag-Pol polyprotein (Gag-Pol-p199) (TY1A-TY1B) (Transposon Ty1 TYA-TYB polyprotein) (p190) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Ty1 protease (PR) (EC 3.4.23.-) (Pol-p20) (p23); Integrase (IN) (Pol-p71) (p84) (p90); Reverse transcriptase/ribonuclease H (RT) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (Pol-p63) (p60)]	TY1B-ML2 YMLWTy1-2 POL YML039W YM8054.04	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1755	SUBCELLULAR LOCATION: Cytoplasm. Nucleus {ECO:0000250}.
Q03435	reviewed	NHP10_YEAST	Non-histone protein 10 (High mobility group protein 2)	NHP10 HMO2 YDL002C YD8119.05C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	203	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00267, ECO:0000269|PubMed:14562095}.
Q03455	reviewed	MSC2_YEAST	Probable zinc transporter MSC2 (Meiotic sister chromatid recombination protein 2)	MSC2 YDR205W YD8142.02	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	724	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:14562095}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095}. Nucleus membrane {ECO:0000269|PubMed:14562095}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095}.
Q03465	reviewed	RPN4_YEAST	Protein RPN4 (Nuclear protein SON1) (Ubiquitin fusion degradation protein 5)	RPN4 SON1 UFD5 YDL020C D2840	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	531	SUBCELLULAR LOCATION: Nucleus.
Q03466	reviewed	EBS1_YEAST	Nonsense-mediated mRNA decay factor EBS1 (EST1-like BCY1 suppressor 1)	EBS1 YDR206W YD8142.03	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	884	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}. Chromosome, telomere {ECO:0000305}. Cytoplasm, P-body {ECO:0000269|PubMed:17984081}.
Q03494	reviewed	YD22B_YEAST	Transposon Ty2-DR2 Gag-Pol polyprotein (TY2A-TY2B) (Transposon Ty2 TYA-TYB polyprotein) [Cleaved into: Capsid protein (CA); Ty2 protease (PR) (EC 3.4.23.-); Integrase (IN); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4)]	TY2B-DR2 YDRWTy2-2 POL YDR210W-B YD8142A.09	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1770	SUBCELLULAR LOCATION: Cytoplasm. Nucleus {ECO:0000250}.
Q03497	reviewed	STE20_YEAST	Serine/threonine-protein kinase STE20 (EC 2.7.11.1)	STE20 YHL007C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	939	SUBCELLULAR LOCATION: Cytoplasm. Nucleus. Note=The translocation from the cytoplasm to the nucleus is stimulated by H(2)O(2). Localizes at bud emergence during cell cycle and the shmoo top during mating, both localizations requiring an interaction with CDC42.
Q03503	reviewed	NAA30_YEAST	N-alpha-acetyltransferase 30 (EC 2.3.1.256) (L-A virus GAG protein N-acetyltransferase subunit MAK3) (Maintenance of killer protein 3) (N-terminal acetyltransferase C complex catalytic subunit MAK3) (NatC complex subunit MAK3) (NatC catalytic subunit)	MAK3 NAA30 YPR051W YP9499.08	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	176	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.
Q03529	reviewed	SCS7_YEAST	Ceramide very long chain fatty acid hydroxylase SCS7 (Ceramide VLCFA hydroxylase SCS7) (4-hydroxysphinganine ceramide fatty acyl 2-hydroxylase SCS7) (EC 1.14.18.6) (Dihydroceramide fatty acyl 2-hydroxylase SCS7) (EC 1.14.18.7) (Sphingolipid alpha-hydroxylase) (Suppressor of calcium sensitivity 7)	SCS7 FAH1 YMR272C YM8156.14C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	384	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:14562095}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095}.
Q03532	reviewed	HAS1_YEAST	ATP-dependent RNA helicase HAS1 (EC 3.6.4.13) (Helicase associated with SET1 protein 1)	HAS1 YMR290C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	505	SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:10684247, ECO:0000269|PubMed:15049817}.
Q03533	reviewed	TDA1_YEAST	Serine/threonine-protein kinase TDA1 (Topoisomerase I damage affected protein 1) (EC 2.7.11.1)	TDA1 YMR291W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	586	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.
Q03554	reviewed	GOT1_YEAST	Protein transport protein GOT1 (Golgi transport protein 1)	GOT1 YMR292W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	138	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:10406798}; Multi-pass membrane protein {ECO:0000269|PubMed:10406798}.
Q03557	reviewed	GATA_YEAST	Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial (Glu-AdT subunit A) (EC 6.3.5.7) (HMG2-induced ER-remodeling protein 2) (Loss of respiratory capacity protein 6)	HER2 GEP6 LRC6 YMR293C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	464	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000255|HAMAP-Rule:MF_03150, ECO:0000269|PubMed:11914276, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278, ECO:0000269|PubMed:19417106}.
Q03558	reviewed	OYE2_YEAST	NADPH dehydrogenase 2 (EC 1.6.99.1) (Old yellow enzyme 2)	OYE2 YHR179W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	400	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}. Mitochondrion {ECO:0000269|PubMed:14576278, ECO:0000269|PubMed:17897954}.
Q03612	reviewed	YE11B_YEAST	Transposon Ty1-ER1 Gag-Pol polyprotein (Gag-Pol-p199) (TY1A-TY1B) (Transposon Ty1 TYA-TYB polyprotein) (p190) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Ty1 protease (PR) (EC 3.4.23.-) (Pol-p20) (p23); Integrase (IN) (Pol-p71) (p84) (p90); Reverse transcriptase/ribonuclease H (RT) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (Pol-p63) (p60)]	TY1B-ER1 YERCTy1-1 POL YER138C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1755	SUBCELLULAR LOCATION: Cytoplasm. Nucleus {ECO:0000250}.
Q03619	reviewed	YE12B_YEAST	Transposon Ty1-ER2 Gag-Pol polyprotein (Gag-Pol-p199) (TY1A-TY1B) (Transposon Ty1 TYA-TYB polyprotein) (p190) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Ty1 protease (PR) (EC 3.4.23.-) (Pol-p20) (p23); Integrase (IN) (Pol-p71) (p84) (p90); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (Pol-p63) (p60)]	TY1B-ER2 YERCTy1-2 POL YER160C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1755	SUBCELLULAR LOCATION: Cytoplasm. Nucleus {ECO:0000250}.
Q03630	reviewed	BET5_YEAST	Trafficking protein particle complex subunit BET5 (TRAPP subunit BET5) (Transport protein particle 18 kDa subunit)	BET5 YML077W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	159	SUBCELLULAR LOCATION: Golgi apparatus, cis-Golgi network. Endoplasmic reticulum. Preautophagosomal structure.
Q03631	reviewed	WAR1_YEAST	Weak acid resistance protein 1	WAR1 YML076C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	944	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:12588995, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:17509074}.
Q03640	reviewed	TCB3_YEAST	Tricalbin-3	TCB3 YML072C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1545	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:14562095}; Multi-pass membrane protein {ECO:0000255}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:22250200}; Multi-pass membrane protein {ECO:0000255}. Note=More enriched in the cortical endoplasmic reticulum (ER) that is closely apposed to the cell membrane than in the perinuclear ER or internal ER tubules that connect the nucleus to the cortical ER. {ECO:0000269|PubMed:22250200}.
Q03649	reviewed	MGL2_YEAST	Monoacylglycerol lipase (MAG lipase) (EC 3.1.1.23)	MGL2 YMR210W YM8261.04	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	449	
Q03654	reviewed	CEF1_YEAST	Pre-mRNA-splicing factor CEF1 (PRP nineteen-associated complex protein 85) (PRP19-associated complex protein 85)	CEF1 NTC85 YMR213W YM8261.07	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	590	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000255|PROSITE-ProRule:PRU00625, ECO:0000269|PubMed:14562095}.
Q03655	reviewed	GAS3_YEAST	Probable 1,3-beta-glucanosyltransferase GAS3 (EC 2.4.1.-) (Glycolipid-anchored surface protein 3)	GAS3 YMR215W YM8261.09	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	524	SUBCELLULAR LOCATION: Secreted, cell wall {ECO:0000269|PubMed:15781460}. Membrane {ECO:0000269|PubMed:15781460}; Lipid-anchor, GPI-anchor {ECO:0000269|PubMed:15781460}. Note=Covalently-linked GPI-modified cell wall protein (GPI-CWP).
Q03656	reviewed	SKY1_YEAST	Serine/threonine-protein kinase SKY1 (SRPK) (EC 2.7.11.1)	SKY1 YMR216C YM8261.10C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	742	
Q03660	reviewed	TR130_YEAST	Trafficking protein particle complex II-specific subunit 130 (TRAPP II-specific subunit 130) (Transport protein particle 130 kDa subunit)	TRS130 YMR218C YM8261.12C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1102	SUBCELLULAR LOCATION: Golgi apparatus {ECO:0000305|PubMed:11239471}.
Q03674	reviewed	PLB2_YEAST	Lysophospholipase 2 (EC 3.1.1.5) (Phospholipase B 2)	PLB2 YMR006C YM8270.08C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	706	SUBCELLULAR LOCATION: Secreted, cell wall. Membrane; Lipid-anchor, GPI-anchor. Note=Covalently-linked GPI-modified cell wall protein (GPI-CWP).
Q03677	reviewed	MTND_YEAST	Acireductone dioxygenase (Acireductone dioxygenase (Fe(2+)-requiring)) (ARD') (Fe-ARD) (EC 1.13.11.54) (Acireductone dioxygenase (Ni(2+)-requiring)) (ARD) (Ni-ARD) (EC 1.13.11.53)	ADI1 YMR009W YM8270.12	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	179	SUBCELLULAR LOCATION: Cytoplasm. Nucleus.
Q03687	reviewed	ANY1_YEAST	Scramblase ANY1 (Antagonizes NEO1 phospholipid flippase protein 1) (CDC50 suppressor 1)	ANY1 CFS1 YMR010W YM8270.13	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	405	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:27811238, ECO:0000269|PubMed:28057802}; Multi-pass membrane protein {ECO:0000269|PubMed:27811238}. Late endosome membrane {ECO:0000269|PubMed:27811238, ECO:0000269|PubMed:28057802}; Multi-pass membrane protein {ECO:0000269|PubMed:27811238}.
Q03690	reviewed	CLU_YEAST	Clustered mitochondria protein 1 (Translation initiation factor 31) (eIF3-associated protein p135)	CLU1 TIF31 YMR012W YM8270.16	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1277	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03013, ECO:0000269|PubMed:14562095}.
Q03691	reviewed	ROT1_YEAST	Protein ROT1 (Reversal of TOR2 lethality protein 1)	ROT1 YMR200W YM8325.01	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	256	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000305|PubMed:14562095, ECO:0000305|PubMed:16567426, ECO:0000305|PubMed:17914748}; Single-pass type I membrane protein {ECO:0000305|PubMed:14562095, ECO:0000305|PubMed:16567426, ECO:0000305|PubMed:17914748}.
Q03702	reviewed	CCE1_YEAST	Cruciform cutting endonuclease 1, mitochondrial (EC 3.1.21.10)	CCE1 YKL011C YKL164	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	353	SUBCELLULAR LOCATION: Mitochondrion.
Q03705	reviewed	CG121_YEAST	EKC/KEOPS complex subunit CGI121 (CGI-121 homolog)	CGI121 YML036W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	181	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}. Chromosome, telomere {ECO:0000305}.
