Entry	Entry Name	Gene Names	Subcellular location [CC]
P38225	FAT1_YEAST	FAT1 YBR041W YBR0411	SUBCELLULAR LOCATION: Lipid droplet {ECO:0000269|PubMed:10515935, ECO:0000269|PubMed:21820081, ECO:0000269|PubMed:24868093}. Cell membrane {ECO:0000269|PubMed:17679730}; Multi-pass membrane protein {ECO:0000255}. Peroxisome membrane {ECO:0000269|PubMed:22493507}; Multi-pass membrane protein {ECO:0000255}. Peroxisome {ECO:0000269|PubMed:11330068}.
P38227	QDR3_YEAST	QDR3 AQR2 YBR043C YBR0413	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15649438}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15649438}.
P38236	MUM2_YEAST	MUM2 YBR057C YBR0514	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:24269006}. Nucleus, nucleolus {ECO:0000269|PubMed:24269006}. Note=Localizes in the nucleolus during the period of m6A mRNA accumulation.
P38237	UBP14_YEAST	UBP14 GID6 YBR058C YBR0515	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.
P38238	TRM7_YEAST	TRM7 YBR061C YBR0527	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03162, ECO:0000269|PubMed:14562095}.
P38242	ALG14_YEAST	ALG14 YBR070C YBR0711	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:15282802, ECO:0000269|PubMed:16100110, ECO:0000269|PubMed:17686769}; Single-pass membrane protein {ECO:0000255}. Nucleus membrane {ECO:0000269|PubMed:15282802}; Single-pass membrane protein {ECO:0000255}.
P38244	PFF1_YEAST	PFF1 YBR074W YBR0718 YBR0719 YBR075W	SUBCELLULAR LOCATION: Vacuole membrane {ECO:0000269|PubMed:23679341}; Multi-pass membrane protein {ECO:0000255}.
P38247	SLM4_YEAST	SLM4 EGO3 GSE1 YBR077C YBR0723	SUBCELLULAR LOCATION: Vacuole membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15989961, ECO:0000269|PubMed:29698392}; Single-pass membrane protein {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15989961}.
P38248	ECM33_YEAST	ECM33 YBR078W YBR0727	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:10383953, ECO:0000269|PubMed:12583915, ECO:0000269|PubMed:18434410}; Lipid-anchor, GPI-anchor {ECO:0000269|PubMed:10383953}. Secreted, cell wall {ECO:0000269|PubMed:12583915, ECO:0000269|PubMed:15781460}. Note=Identified as GPI-anchored plasma membrane protein (GPI-PMP) as well as covalently-linked GPI-modified cell wall protein (GPI-CWP) in the outer cell wall layer. {ECO:0000269|PubMed:12583915, ECO:0000269|PubMed:15781460}.
P38249	EIF3A_YEAST	RPG1 TIF32 YBR079C YBR0734	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03000}.
P38250	IST2_YEAST	IST2 YBR086C YBR0809	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:11030653, ECO:0000269|PubMed:15701790}; Multi-pass membrane protein {ECO:0000269|PubMed:11030653, ECO:0000269|PubMed:15701790}. Note=Correct localization requires BTN2. Localizes to the mother cell in small budded cells and to the bud in medium and large budded cells. Transported to the bud tip by an actomyosin based process. Compartmentalization maintained by a septin mediated membrane diffusion barrier at the mother-bud neck.
P38251	RFC5_YEAST	RFC5 YBR087W YBR0810	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
P38255	RXT2_YEAST	RXT2 RAF60 YBR095C YBR0822	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14562095}.
P38257	MMS4_YEAST	MMS4 SLX2 YBR098W YBR0826 YBR0829 YBR100W	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14642571}.
P38261	EXO84_YEAST	EXO84 USA3 YBR102C YBR0831	SUBCELLULAR LOCATION: Cytoplasmic vesicle, secretory vesicle. Bud. Bud neck. Note=Cell periphery, bud and bud neck. The polarization of EXO84 requires actin cables.
P38262	SIF2_YEAST	SIF2 EMB1 YBR103W YBR0832	SUBCELLULAR LOCATION: Nucleus.
P38263	GID4_YEAST	VID24 GID4 YBR105C YBR0834	SUBCELLULAR LOCATION: Cytoplasmic vesicle membrane {ECO:0000269|PubMed:9508768}; Peripheral membrane protein {ECO:0000269|PubMed:9508768}. Note=Colocalizes with FBPase-containing vesicles. {ECO:0000269|PubMed:9508768}.
P38264	PHO88_YEAST	PHO88 SND3 YBR106W YBR0835	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:27905431}; Single-pass membrane protein {ECO:0000255}. Mitochondrion {ECO:0000269|PubMed:14576278, ECO:0000269|PubMed:8709965}.
P38265	CENPL_YEAST	IML3 MCM19 YBR107C YBR0836	SUBCELLULAR LOCATION: Nucleus. Chromosome, centromere, kinetochore. Note=Associated with kinetochores.
P38270	ATG14_YEAST	ATG14 APG14 CVT12 YBR128C YBR1003	SUBCELLULAR LOCATION: Preautophagosomal structure membrane; Peripheral membrane protein. Vacuole membrane; Peripheral membrane protein. Note=TRS85 is required for the recruitment of ATG14 to the PAS.
P38272	SHE3_YEAST	SHE3 YBR130C YBR1005	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:14561888, ECO:0000269|PubMed:14691136}; Peripheral membrane protein {ECO:0000269|PubMed:14561888, ECO:0000269|PubMed:14691136}.
P38273	CCZ1_YEAST	CCZ1 AUT11 CVT16 YBR131W YBR1006	SUBCELLULAR LOCATION: Endosome, multivesicular body membrane; Peripheral membrane protein. Prevacuolar compartment membrane; Peripheral membrane protein. Vacuole membrane; Peripheral membrane protein. Note=The association of the CCZ1-MON1 complex with the vacuole is regulated by the C-Vps/HOPS complex.
P38274	HSL7_YEAST	HSL7 YBR133C YBR1008	SUBCELLULAR LOCATION: Bud neck {ECO:0000269|PubMed:10490648}. Note=Associates with the septin ring of the bud neck during cell division. {ECO:0000269|PubMed:10490648}.
P38283	SLI15_YEAST	SLI15 YBR156C YBR1206	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:10385519}. Cytoplasm, cytoskeleton, spindle {ECO:0000269|PubMed:10385519, ECO:0000269|PubMed:11724818}. Chromosome, centromere, kinetochore {ECO:0000269|PubMed:11724818}. Note=Associates with the mitotic spindle and the kinetochore (PubMed:11724818). {ECO:0000269|PubMed:11724818}.
P38285	AMN1_YEAST	AMN1 CST13 ICS4 YBR158W YBR1208	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:12628189}. Nucleus {ECO:0000269|PubMed:12628189, ECO:0000269|PubMed:14562095}.
P38286	MKAR_YEAST	IFA38 YBR159W YBR1209	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000255|HAMAP-Rule:MF_03107, ECO:0000269|PubMed:23263984}; Single-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_03107}.
P38287	CSH1_YEAST	CSH1 YBR161W YBR1212	SUBCELLULAR LOCATION: Vacuole membrane {ECO:0000269|PubMed:14562095}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095}.
P38289	EXO5_YEAST	EXO5 DEM1 YBR163W YBR1215	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:14562095}.
P38291	POP7_YEAST	POP7 RPP2 YBR167C YBR1219	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14562095}.
P38295	MCFS2_YEAST	EHT1 YBR177C YBR1239	
P38297	FZO1_YEAST	FZO1 YBR179C YBR1241	SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:11266460, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:27044889, ECO:0000269|PubMed:27253069, ECO:0000269|PubMed:9685359, ECO:0000269|PubMed:9786948}; Multi-pass membrane protein {ECO:0000269|PubMed:11266460, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:9685359, ECO:0000269|PubMed:9786948}. Note=Detected at the periphery of mitochondrial contact sites that form before mitochondrial fusion. {ECO:0000269|PubMed:27253069}.
P38298	YPC1_YEAST	YPC1 YBR183W YBR1305	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:10900202, ECO:0000269|PubMed:24866405}; Multi-pass membrane protein {ECO:0000255}. Note=Localizes to the cortical ER. {ECO:0000269|PubMed:24866405}.
P38301	GDT1_YEAST	GDT1 YBR187W YBR1310	SUBCELLULAR LOCATION: Vacuole membrane; Multi-pass membrane protein. Golgi apparatus membrane.
P38304	MED8_YEAST	MED8 YBR193C YBR1403	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
P38307	DER1_YEAST	DER1 YBR201W YBR1413	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:8631297}; Multi-pass membrane protein {ECO:0000269|PubMed:8631297}.
P38310	FTH1_YEAST	FTH1 YBR207W YBR1446	SUBCELLULAR LOCATION: Vacuole membrane {ECO:0000269|PubMed:10608875, ECO:0000269|PubMed:14562095}; Multi-pass membrane protein {ECO:0000269|PubMed:10608875, ECO:0000269|PubMed:14562095}.
P38313	CENPU_YEAST	AME1 ARP100 YBR211C YBR1458	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14562095}. Chromosome, centromere, kinetochore {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:29046335}.
P38316	ATG12_YEAST	ATG12 APG12 YBR217W YBR1506	SUBCELLULAR LOCATION: Preautophagosomal structure membrane {ECO:0000269|PubMed:10712513, ECO:0000269|PubMed:17295840, ECO:0000269|PubMed:23064152, ECO:0000269|PubMed:23549786, ECO:0000269|PubMed:9759731}; Peripheral membrane protein {ECO:0000269|PubMed:10712513, ECO:0000269|PubMed:17295840, ECO:0000269|PubMed:23064152, ECO:0000269|PubMed:23549786, ECO:0000269|PubMed:9759731}. Note=Localizes to the isolation membrane (IM), a membrane sac which is generated from the pre-autophagosomal structure (PAS). Ultimately, the IM expands to become a mature autophagosome. Localizes also to a dot at the junction between the IM and the vacuolar membrane, termed the vacuole-IM contact site (VICS).
P38319	TYDP1_YEAST	TDP1 YBR223C YBR1520	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:12206772}.
P38323	CLPX_YEAST	MCX1 YBR227C YBR1524	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:9827555}; Peripheral membrane protein {ECO:0000269|PubMed:9827555}; Matrix side {ECO:0000269|PubMed:9827555}.
P38324	SLX1_YEAST	SLX1 YBR228W YBR1525	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|HAMAP-Rule:MF_03100, ECO:0000269|PubMed:12832395}.
P38326	SWC5_YEAST	SWC5 AOR1 YBR231C YBR1529	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14562095}.
P38328	ARPC1_YEAST	ARC40 YBR234C YBR1532	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, actin patch.
P38329	VHC1_YEAST	VHC1 YBR235W YBR1601	SUBCELLULAR LOCATION: Vacuole membrane {ECO:0000269|PubMed:23022132}; Multi-pass membrane protein {ECO:0000255}.
P38332	DPH7_YEAST	RRT2 DPH7 ERE1 YBR246W YBR1634	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:21880895}. Endosome {ECO:0000269|PubMed:21880895}. Note=Recruited to endosomes in cells in which increased recycling of internalized plasma membrane proteins occurs.
P38333	ENP1_YEAST	ENP1 MEG1 YBR247C YBR1635	SUBCELLULAR LOCATION: Cytoplasm. Nucleus, nucleolus.
P38334	TRS20_YEAST	TRS20 YBR254C YBR1722	SUBCELLULAR LOCATION: Golgi apparatus, cis-Golgi network. Endoplasmic reticulum. Preautophagosomal structure.
P38336	POP4_YEAST	POP4 YBR257W YBR1725	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
P38339	RGD1_YEAST	RGD1 YBR260C YBR1728	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:23454383}. Note=Bud and bud neck. During isotropic bud growth in the G1 and S phases, detected at the bud tip. During cytokinesis, undetectable at the bud tip and localized at the bud neck only.
P38340	NTM1_YEAST	TAE1 NTM1 YBR261C YBR1729	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.
P38341	MIC12_YEAST	MIC12 AIM5 FMP51 MCS12 YBR262C YBR1731	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}. Note=Enriched at crista junctions. {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:21944719, ECO:0000269|PubMed:21987634, ECO:0000269|PubMed:22009199}.
P38342	TSC10_YEAST	TSC10 YBR265W YBR1734	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.
P38344	REI1_YEAST	REI1 YBR267W YBR1736	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15107529}.
P38345	SDHF4_YEAST	SDH8 FMP21 YBR269C YBR1737	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278, ECO:0000269|PubMed:24954416}.
P38348	HSM3_YEAST	HSM3 YBR272C YBR1740	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.
P38351	PAF1_YEAST	PAF1 YBR279W YBR2016	SUBCELLULAR LOCATION: Nucleus, nucleoplasm {ECO:0000269|PubMed:15643076}.
P38352	SAF1_YEAST	SAF1 YBR280C YBR2017	
P38353	SSH1_YEAST	SSH1 YBR283C YBR2020	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Multi-pass membrane protein.
P38356	BSD2_YEAST	BSD2 YBR290W YBR2037	SUBCELLULAR LOCATION: Endoplasmic reticulum. Vacuole. Membrane; Multi-pass membrane protein.
P38360	ATU1_YEAST	PCA1 CAD2 PAY2 YBR295W YBR2112	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:17107946}; Multi-pass membrane protein {ECO:0000269|PubMed:17107946}.
P38361	PHO89_YEAST	PHO89 ITN1 YBR296C YBR2113	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.
P38426	TPS3_YEAST	TPS3 YMR261C YM8156.03C	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.
P38427	TSL1_YEAST	TSL1 YML100W	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.
P38428	CUE1_YEAST	CUE1 KIS4 YMR264W YM8156.06	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:14562095}; Single-pass membrane protein {ECO:0000269|PubMed:14562095}.
P38429	SAP30_YEAST	SAP30 YMR263W YM8156.05	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14562095}.
P38431	IF5_YEAST	TIF5 YPR041W YP3085.05	
P38439	LEO1_YEAST	LEO1 YOR123C O3278 YOR3278C	SUBCELLULAR LOCATION: Nucleus, nucleoplasm {ECO:0000269|PubMed:15643076}.
P38523	GRPE_YEAST	MGE1 GRPE GRPE1 YGE1 YOR232W O5099	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000305|PubMed:16107694}.
P38555	YPT31_YEAST	YPT31 YPT8 YER031C	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:9151665}; Lipid-anchor {ECO:0000269|PubMed:9151665}.
P38590	MSG5_YEAST	MSG5 YNL053W N2480 YNL2480W	
P38604	ERG7_YEAST	ERG7 YHR072W	SUBCELLULAR LOCATION: Lipid droplet {ECO:0000269|PubMed:11706015}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:11706015, ECO:0000269|PubMed:14562095}; Peripheral membrane protein {ECO:0000269|PubMed:11706015}. Note=Predominantly in lipid particles. {ECO:0000269|PubMed:11706015}.
P38615	RIM11_YEAST	RIM11 GSK3 MDS1 YMR139W YM9375.08	
P38623	RCK2_YEAST	RCK2 CLK1 CMK3 YLR248W L9672.6	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.
P38624	PSB1_YEAST	PRE3 YJL001W J1407	SUBCELLULAR LOCATION: Cytoplasm. Nucleus.
P38626	NCB5R_YEAST	CBR1 CBR CBR5 YIL043C	SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:16407407}; Single-pass membrane protein {ECO:0000255}.
P38627	URA8_YEAST	URA8 YJR103W J1962	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.
P38628	AGM1_YEAST	PCM1 AGM1 YEL058W	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.
P38629	RFC3_YEAST	RFC3 YNL290W N0533	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
P38630	RFC1_YEAST	RFC1 CDC44 YOR217W YOR50-7	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
P38631	FKS1_YEAST	FKS1 CND1 CWH53 ETG1 GLS1 GSC1 PBR1 YLR342W L8300.6	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:11856368, ECO:0000269|PubMed:12185837, ECO:0000269|PubMed:14576278, ECO:0000269|PubMed:8602515}. Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}. Note=Localizes to the sites of polarized growth. Colocalizes with cortical actin patches and moves on the cell surface at the sites of cell wall remodeling. Actin patch motility is required for the movement. Early at the cell cycle, localizes at the presumed bud site of the mother cell and at the tip of the small bud. As the bud enlarges, appears as discernible spots in the medium-sized bud and these spots colocalize with actin patches. Late in the cell cycle, disappears in large budded cells, while the actin patches disperse over the cell. During cytokinesis, is concentrated in the neck, overlapping with the location of cortical actin patches.
P38632	NSE2_YEAST	MMS21 NSE2 YEL019C	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:15738391}. Cytoplasm {ECO:0000269|PubMed:14562095}.
P38633	MED31_YEAST	SOH1 MED31 YGL127C G2864	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14562095}.
P38634	SIC1_YEAST	SIC1 SDB25 YLR079W L9449.8	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.
P38689	KPR3_YEAST	PRS3 PRPS3 YHL011C	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.
P38691	KSP1_YEAST	KSP1 YHR082C	SUBCELLULAR LOCATION: Nucleus.
P38692	KIC1_YEAST	KIC1 NRK1 YHR102W	
P38695	HXT5_YEAST	HXT5 YHR096C	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.
P38696	ARP1_YEAST	ARP1 ACT3 ACT5 YHR129C	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000305|PubMed:16291862}. Membrane {ECO:0000269|PubMed:16291862}. Note=Membrane-associated.
P38697	IMDH2_YEAST	IMD2 PUR5 YHR216W	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03156, ECO:0000269|PubMed:14562095}.
P38700	APM2_YEAST	APM2 YHL019C	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:26658609}; Peripheral membrane protein {ECO:0000269|PubMed:26658609}. Early endosome membrane {ECO:0000269|PubMed:26658609}; Peripheral membrane protein {ECO:0000269|PubMed:26658609}. Cytoplasmic vesicle, clathrin-coated vesicle membrane {ECO:0000269|PubMed:26658609}; Peripheral membrane protein {ECO:0000269|PubMed:26658609}.
P38701	RS20_YEAST	RPS20 URP2 YHL015W	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:22096102}.
P38703	LAG1_YEAST	LAG1 YHL003C	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
P38704	STP2_YEAST	STP2 YHR006W	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Nucleus {ECO:0000269|PubMed:12502738, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15197729, ECO:0000269|PubMed:16735580}. Note=Localizes to the cytoplasm in its unprocessed form and is targeted to the nucleus after proteolytic processing upon induction by amino acids.
P38710	INM1_YEAST	INM1 IMP1 YHR046C	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.
P38711	RS27B_YEAST	RPS27B YHR021C	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:22096102}.
P38712	RRP3_YEAST	RRP3 YHR065C	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
P38713	OSH3_YEAST	OSH3 YHR073W	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11408574, ECO:0000269|PubMed:12727870, ECO:0000269|PubMed:20008566}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:20008566}. Note=Enriched at the cell periphery in a SCS2-dependent manner (PubMed:12727870). Enriched on regions of the ER in close proximity with the plasma membrane (PM), which may represent PM-ER membrane contact sites (MCS) (PubMed:20008566). Localizes to PM-ER membrane contact sites dependent upon PM PI4P levels (PubMed:21295699). {ECO:0000269|PubMed:12727870, ECO:0000269|PubMed:20008566, ECO:0000269|PubMed:21295699}.
P38715	GRE3_YEAST	GRE3 YHR104W	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.
P38717	SIP3_YEAST	SIP3 LAM3 YNL257C N0844	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:26001273}; Single-pass membrane protein {ECO:0000255}. Note=Localizes to puncta in the cell periphery representing cortical endoplasmic reticulum (cER)-plasma membrane (PM) membrane contact sites. {ECO:0000269|PubMed:26001273}.
P38719	DBP8_YEAST	DBP8 YHR169W	SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:11222764, ECO:0000269|PubMed:14562095}.
P38720	6PGD1_YEAST	GND1 YHR183W	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.
P38731	ARN1_YEAST	ARN1 YHL040C	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:12721368}; Multi-pass membrane protein {ECO:0000269|PubMed:16847258}. Endosome membrane {ECO:0000269|PubMed:10748025}; Multi-pass membrane protein {ECO:0000269|PubMed:16847258}.
P38736	GOSR1_YEAST	GOS1 YHL031C	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:16107716, ECO:0000269|PubMed:16699523, ECO:0000269|PubMed:9755865}; Single-pass type IV membrane protein {ECO:0000269|PubMed:16107716, ECO:0000269|PubMed:16699523, ECO:0000269|PubMed:9755865}. Note=Punctate localization pattern. Localization affected by loss of SVP26, a membrane protein, and is shifted to the ER.
P38741	RIM4_YEAST	RIM4 YHL024W	
P38742	NPR3_YEAST	NPR3 RMD11 YHL023C	SUBCELLULAR LOCATION: Vacuole membrane {ECO:0000269|PubMed:21454883}; Peripheral membrane protein {ECO:0000269|PubMed:21454883}.
P38753	HSE1_YEAST	HSE1 YHL002W	SUBCELLULAR LOCATION: Endosome membrane {ECO:0000269|PubMed:12055639, ECO:0000269|PubMed:14562095}; Peripheral membrane protein {ECO:0000269|PubMed:12055639, ECO:0000269|PubMed:14562095}; Cytoplasmic side {ECO:0000269|PubMed:12055639, ECO:0000269|PubMed:14562095}.
P38755	OSH7_YEAST	OSH7 YHR001W	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:16096648}. Cell membrane {ECO:0000269|PubMed:20008566}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:20008566, ECO:0000269|PubMed:23934110}. Note=Localizes to the cortical endoplasmic reticulum at the endoplasmic reticulum-plasma membrane contact sites. {ECO:0000269|PubMed:20008566, ECO:0000269|PubMed:23934110}.
P38757	NEM1_YEAST	NEM1 YHR004C	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:9822591}; Single-pass membrane protein {ECO:0000269|PubMed:9822591}. Nucleus membrane {ECO:0000269|PubMed:9822591}; Single-pass membrane protein {ECO:0000269|PubMed:9822591}.
P38758	TDA3_YEAST	TDA3 BTN3 YHR009C	SUBCELLULAR LOCATION: Cytoplasm. Late endosome. Note=The recruitment from the cytoplasm to endosomal structures is facilitated by BTN2.
P38764	RPN1_YEAST	RPN1 HRD2 NAS1 RPD1 YHR027C	
P38766	RRM3_YEAST	RRM3 RTT104 YHR031C	SUBCELLULAR LOCATION: Nucleus. Chromosome, telomere.
P38768	PIH1_YEAST	PIH1 NOP17 YHR034C	SUBCELLULAR LOCATION: Cytoplasm. Nucleus.
P38770	BRL1_YEAST	BRL1 YHR036W	SUBCELLULAR LOCATION: Nucleus membrane {ECO:0000269|PubMed:15882446}; Multi-pass membrane protein {ECO:0000269|PubMed:15882446}.
P38778	SMF2_YEAST	SMF2 YHR050W	SUBCELLULAR LOCATION: Vacuole membrane {ECO:0000269|PubMed:11027260}; Multi-pass membrane protein {ECO:0000269|PubMed:11027260}. Note=Targeted to the vacuolar lumen in presence of excess manganese, where it is degraded.
P38779	CIC1_YEAST	CIC1 NSA3 YHR052W	SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:11500370, ECO:0000269|PubMed:14562095}.
P38781	RSC30_YEAST	RSC30 YHR056C	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00227, ECO:0000269|PubMed:12697820}. Note=Localizes to centromeric and flanking chromatin. Association with these loci is dependent on STH1.
P38782	MED6_YEAST	MED6 MTR32 YHR058C	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14562095}.
P38785	GIC1_YEAST	GIC1 YHR061C	SUBCELLULAR LOCATION: Bud neck. Bud tip. Cytoplasm, cell cortex. Cytoplasm, cytoskeleton. Note=Concentrated at the incipient bud site of unbudded cells, at the bud tip and mother-bud neck of budded cells, and at cortical sites on large-budded cells that may delimit future bud sites in the two progeny cells.
P38786	RPP1_YEAST	RPP1 YHR062C	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14562095}.
P38788	SSZ1_YEAST	SSZ1 PDR13 YHR064C	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.
P38792	RRP4_YEAST	RRP4 YHR069C	SUBCELLULAR LOCATION: Cytoplasm. Nucleus, nucleolus.
P38793	TRM5_YEAST	TRM5 YHR070W	SUBCELLULAR LOCATION: Mitochondrion matrix. Nucleus. Cytoplasm. Note=Predominantly in the mitochondria and in the nucleus.
P38794	PCL5_YEAST	PCL5 YHR071W H8025.1	
P38796	PPME1_YEAST	PPE1 YHR075C	
P38797	PP2C7_YEAST	PTC7 YHR076W	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:11327310, ECO:0000269|PubMed:14576278, ECO:0000269|PubMed:30267671}.
